"asset","mean_PCR","median_PCR","max_PCR"
"BTC-USD",0.0874485470640952,0.0748479509399085,0.203958733795498
"EEM",0.0238707617571317,0.0177203593999361,0.268228321608584
"GLD",0.100326648051517,-0.000266507419347177,0.772207708301167
"JPM",0.513067780297358,0.711444429863132,1.04444454326587
"XOM",0.275286262829898,0.0441753909499166,0.947669481084134
